id,course_title,price,subscribers,reviews,level,duration,subject
570844,Learn Basic Concepts of Economics Step by Step - Complete,150,2801,6,All Levels,1.5,Business Finance
189996,Introduction to Digital Payments ,0,12217,351,Beginner Level,1,Business Finance
716828,The Beginner's Guide to the Futures and Options Trading,0,6185,138,All Levels,3,Business Finance
702138,Bitcoin Investing: The Complete Buy & Hold Strategy,25,477,70,All Levels,4,Business Finance
130298,Financial Modeling in Excel for Startups,50,1334,86,Beginner Level,6,Business Finance
709536,Learn to Trade Forex Naked Price Action Big Shadow Trade,0,5407,192,Intermediate Level,1,Business Finance
706942,Forex Trading For Beginners ,0,9483,183,Beginner Level,2,Business Finance
297762,Build a Trading Comps Valuation Model,50,1032,60,All Levels,7,Business Finance
614472,The Advanced Forex Course for Smart Traders,0,8236,144,All Levels,5,Business Finance
463834,Cost Accounting Overheads (Professional Course Level),20,2383,6,All Levels,2.5,Business Finance
934614,Beginners Guide to Stock Market Investing,0,3283,109,Beginner Level,2.5,Business Finance
430968,Financial Management Capital Market Instruments,25,2650,5,Beginner Level,1,Business Finance
305368,NPV and IRR Techniques for CA / CFA / CPA Exams,20,1551,5,Beginner Level,7.5,Business Finance
179446,Commercial Credit Analysis,50,545,48,All Levels,7.5,Business Finance
443502,Essential Finance For Managers,25,663,10,All Levels,5.5,Business Finance
414246,Bitcoin for Accountants,0,3519,102,Beginner Level,1,Business Finance
571506,ProTrader -  Advanced Technical Analysis,125,825,11,All Levels,2,Business Finance
1101382,Binary Options Masterclass,200,70,11,All Levels,2,Business Finance
638966,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,120,357,71,All Levels,2,Business Finance
757508,"Financial Accounting, its Cycle, Statements & Analysis",20,853,4,Beginner Level,5,Business Finance
180384,Yield Curve Dynamics,50,397,24,All Levels,3,Business Finance
812798,Value Investing and Stock Market Fundamentals,195,74,8,Beginner Level,3,Business Finance
364206,Media Training for Financial Service Professionals,20,1254,2,All Levels,7,Business Finance
742142,Learn the Forex Naked Price Action Pogo Trade,60,89,4,Intermediate Level,1,Business Finance
895030,Forex - Price action Reversal Strategy,20,38,6,All Levels,1,Business Finance
516168,Budget preparation for an EU project proposal,50,18,4,Intermediate Level,1,Business Finance
612528,Corporate Finance and Alternative Investment for CFA L1,20,103,3,All Levels,4.5,Business Finance
597084,Don't Let Your Customers Run Your Business,50,7,3,Intermediate Level,2.5,Business Finance
544556,Stock Trading: Insider Tips For Determining Market Direction,95,104,1,All Levels,1,Business Finance
953490,TopTrader Academy - Complete Options Course,150,42,1,All Levels,3,Business Finance
221872,Working Capital Management for Entrepreneurs,20,507,5,Expert Level,1,Business Finance
662318,Learn Quickbooks to maintain books properly,20,241,5,Beginner Level,2.5,Business Finance
73044,CFA Level I Foundation: Introduction to Financial Reporting,50,226,5,Beginner Level,5.5,Business Finance
714188,"Fixed Income Valuation and Analysis, CFA L2",20,50,6,All Levels,3,Business Finance
548044,Corporation Tax Returns UK,50,100,23,All Levels,2,Business Finance
498360,Trading For Busy People,50,99,12,All Levels,3,Business Finance
425338,Basics of Trading,40,99,17,Beginner Level,1,Business Finance
164102,CFP - Introduction to Financial Planning,30,1192,12,Beginner Level,12,Business Finance
902888,Investment Portfolio Analysis with Python,50,209,13,All Levels,7,Business Finance
245822,Day Trading Market Structure Signals,0,5529,90,All Levels,2,Business Finance
729128,Professional Bookkeeping and Accounting 3: Double Entry ,35,81,8,All Levels,1,Business Finance
773650,"Accounting Basics by Hector Garcia, CPA",0,1924,120,Beginner Level,1,Business Finance
466632,Stock Markets: How I Became Rich By Changing How I Trade,20,646,6,All Levels,1,Business Finance
466774,Learn About Bitcoin and Bitcoin Mining,20,520,10,Beginner Level,0.533333333,Business Finance
442114,Take Control By Learning The Stock Market Now,30,1440,0,Beginner Level,1,Business Finance
781954,Cost Accounting and Financial Management - A Complete Study,150,452,14,All Levels,45,Business Finance
902150,Learn Global Macro Trading & Investing for Retail Investor,75,178,16,All Levels,1.5,Business Finance
1169188,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,50,21,2,All Levels,1.5,Business Finance
1201912,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,100,12,4,Intermediate Level,2.5,Business Finance
167316,TRADER BOT: Introdução à Linguagem MQL5,20,209,33,All Levels,70,Business Finance
1028656,财务分析与估值建模入门,0,505,43,Beginner Level,1.5,Business Finance
645890,Aprende desde cero a operar el mercado de divisas FOREX,90,16,4,All Levels,4,Business Finance
559328,Cómo usar Metatrader 4 para hacer trading?,20,25,1,All Levels,6,Business Finance
1225194,Zoho Books Gestion Financière d'Entreprise pas à pas,0,229,0,All Levels,2,Business Finance
734280,Aprende a llevar la contabilidad de forma informatizada,25,6,1,Beginner Level,4.5,Business Finance
1164568,Psicología del trading,20,1,1,All Levels,0.6,Business Finance
43291,La costruzione del budget di una proposta comunitaria,50,10,1,Intermediate Level,1,Business Finance
1034560,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",60,1,1,All Levels,6,Business Finance
871682,Aprenda  a Investir,20,34,4,All Levels,8,Business Finance
1057040,Teeter-Totter Accounting,90,0,0,Beginner Level,1,Business Finance
1032648,beginning accounting,20,0,0,Intermediate Level,0.633333333,Business Finance
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,20,0,0,Beginner Level,0.616666667,Business Finance
1058852,Learn to trade using technical analysis,50,0,0,Intermediate Level,0.533333333,Business Finance
1083744,How to Invest Using ETFs from Former Wall Street Trader,200,0,0,All Levels,2,Business Finance
1271430,Workshop on Banking Credit Analysis Process,100,0,0,All Levels,1.5,Business Finance
715476,The Cuckoo Strategy to get European Funding,160,0,0,All Levels,1,Business Finance
1219820,Accounting - The 6 most important rules you must learn,20,0,0,All Levels,1,Business Finance
627332,Mutual Funds for Investors in Retirement Accounts,20,0,0,All Levels,0,Business Finance
1136038,Free Ways to Create Passive Income Online,25,0,0,Beginner Level,1,Business Finance
1035638,Understanding Financial Statements,25,0,0,All Levels,1,Business Finance
1232282,The Cash Flow Statement - An Introduction,50,0,0,Beginner Level,1.5,Business Finance
41961,"Options Foundation - Time Decay, Implied Volatility, Greeks",60,459,25,Beginner Level,3,Business Finance
42040,Buying Call and Put Options - Options beginner strategies,60,266,20,Intermediate Level,3,Business Finance
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),150,104,10,All Levels,2,Business Finance
615602,Valuation of Goodwill for CA / CFA / CMA Exams,20,1509,0,All Levels,0.716666667,Business Finance
235112,Forex - Catch the Big Market Moves in Forex,20,212,25,Intermediate Level,1.5,Business Finance
551910,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,25,462,18,All Levels,1,Business Finance
1051430,Intermediate Accounting 1: Easy. Fast. Simple!,200,90,12,Intermediate Level,2.5,Business Finance
828596,Global Macro Investing - Take Control Of The World's Markets,30,153,41,Intermediate Level,2,Business Finance
258894,How to Read a Balance Sheet,50,1055,21,Beginner Level,3.5,Business Finance
138560,Credit Repair from a Financial Institution,20,157,13,All Levels,2.5,Business Finance
689868,The Binary Institute -  Binary Options Trading Course,200,103,25,All Levels,2.5,Business Finance
1020244,Mental Models For Wall Street - Become A Better Trader,0,1067,50,All Levels,2,Business Finance
858764,株式投資に向く性格に変えるための心理学を学ぶ,20,58,11,All Levels,1.5,Business Finance
941310,Matemática Financeira com HP12C e MS Excel,20,74,17,Beginner Level,4.5,Business Finance
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0,338,7,Beginner Level,1,Business Finance
492344,Cómo Crear Políticas Contables bajo NIIF para PYMES,20,27,5,All Levels,1,Business Finance
815672,Finanzas Personales para Vivir Libre de Deudas,75,76,13,Beginner Level,6,Business Finance
376712,Finanzas personales: Logrando la Libertad Financiera,30,27,5,Beginner Level,2,Business Finance
869716,株式投資で本当のテクニカル分析ができるようになる,20,68,10,Intermediate Level,2.5,Business Finance
754156,Aktiver Vermögensaufbau mit ETF,20,112,18,Beginner Level,2,Business Finance
709816,Socorro! Preciso Organizar as Minhas Finanças!,20,72,17,All Levels,1.5,Business Finance
680046,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,145,335,16,All Levels,1.5,Business Finance
1138162,Le basi del Trading,200,22,5,All Levels,3.5,Business Finance
829182,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,30,41,3,Beginner Level,3,Business Finance
1163242,Profit and Loss Account for bankers and credit analysts,20,1,0,Beginner Level,7.5,Business Finance
46933,Business Accounts For Managers,30,16,0,Beginner Level,3,Business Finance
954842,Black Scholes Option Pricing Model,25,3,0,Beginner Level,1,Business Finance
868112,Chief Wealth Officer,45,4,0,Beginner Level,1,Business Finance
1056242,Practical Accounts Training A,35,2,0,Intermediate Level,31.5,Business Finance
113712,International Trade and New Geographic Economy,20,12,1,All Levels,0.533333333,Business Finance
146454,2. Principles of Simple Interest - advanced problems,20,10,1,Intermediate Level,1.5,Business Finance
56926,School of Raising Capital: Agile Financial Modeling,20,12,1,All Levels,1.5,Business Finance
589778,How to Read Financial Statements,20,5,2,Beginner Level,2,Business Finance
1113702,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",20,1,0,All Levels,3,Business Finance
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),95,2,0,All Levels,4.5,Business Finance
101038,Bitesize Bookkeeping for busy people,20,9,0,Beginner Level,1.5,Business Finance
417088,Do Your Own Accounts,35,42,2,All Levels,1.5,Business Finance
258954,CFA Level 1 - Derivatives,30,110,6,All Levels,4,Business Finance
298044,Accounting for everyone! ,35,420,2,Beginner Level,1,Business Finance
593962,Stock Fundamental Analysis with Excel,50,206,13,All Levels,10,Business Finance
941520,Financial Accounting For Beginners,60,164,3,All Levels,1.5,Business Finance
64173,Trading: How Transformative Learning Drives Expertise,30,69,2,All Levels,1,Business Finance
371828,Manual Bookkeeping,20,28,2,Intermediate Level,2.5,Business Finance
974954,Numeracy skills in business and everyday life:Think and Deal,20,90,4,Beginner Level,0.633333333,Business Finance
818572,Financial Modelling in Excel Step by Step,20,13,2,Intermediate Level,1.5,Business Finance
115752,Straight From Business School: Create Financial Statements,20,31,2,Beginner Level,1,Business Finance
731150,How To Pay Less Tax (UK version),50,13,2,All Levels,0.516666667,Business Finance
627772,Interpreting financial statements,0,2119,111,All Levels,2,Business Finance
850726,Forex trading with binary options,25,136,28,All Levels,3,Business Finance
136244,Triple P Trading Course,20,797,15,All Levels,3,Business Finance
485889,Cost Accounting - A Comprehensive Study,180,503,43,All Levels,29.5,Business Finance
507778,How to become a successful day trader,95,1150,6,All Levels,2.5,Business Finance
422918,Essentials of Finance and Investment in 2 hours,20,1403,6,Beginner Level,2,Business Finance
362530,Public Speaking: You Can Give Great Financial Presentations,20,916,6,All Levels,6.5,Business Finance
579642,Professional Trading - Consistent Profits with Low Risk!,20,627,5,All Levels,1,Business Finance
1022796,Trading for winning,200,168,7,All Levels,2,Business Finance
793084,Succeed in Stocks Even if you Don't Know Where to Start,0,2554,20,Beginner Level,1,Business Finance
881062,Options Basics & Trading With Small Capital! - Level 1,30,120,17,Beginner Level,2,Business Finance
838260,Forex trading Basic to advance Professional Level course,20,750,13,All Levels,2.5,Business Finance
380542,Day Trading in Stocks: Strategies for Beginner Investors,50,217,19,All Levels,2,Business Finance
772480,Learn to Trade Forex Big U-Turn Trade,50,106,13,Beginner Level,1,Business Finance
576906,"Technical Analysis Primer for trading Stocks, Bonds & Forex",50,397,4,Beginner Level,3,Business Finance
410196,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,20,44,3,All Levels,1,Business Finance
581662,Stock Trading with this Strategy,50,30,3,All Levels,1,Business Finance
1088102,The Psychology of Trading,20,95,3,All Levels,1,Business Finance
788756,Professional Forex Strategy+2 weeks for FREE trading alerts,95,55,9,All Levels,1,Business Finance
380206,Stock Trading Essentials for Day Traders,100,94,15,All Levels,1,Business Finance
160322,Basics of Finance and Budgeting,20,578,7,Beginner Level,6,Business Finance
610812,Portfolio Management CFA L1 2016,20,393,5,All Levels,5,Business Finance
288256,"Trade Stocks, Forex & Financial Markets like a Professional",20,116,6,All Levels,3,Business Finance
662996,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,0,1888,42,All Levels,2,Business Finance
101234,The Smart Option Trader,45,412,19,All Levels,13,Business Finance
1113442,Beginners Chart Patterns Trading for Penny Stocks,200,40,7,Beginner Level,1.5,Business Finance
746366,Financial Statements: Learn Accounting. Unlock the Numbers.,40,222,12,Beginner Level,3,Business Finance
186556,CFA® Level 1 2014 – Alternative Investments,30,831,1,All Levels,2,Business Finance
179500,Interest Rate Swaps,50,485,24,All Levels,3.5,Business Finance
304000,Financial Modelling for entrepreneurs,20,232,7,All Levels,1,Business Finance
334838,Economics - CFA Level 1 - 2014,20,135,20,Beginner Level,4,Business Finance
302456,Bookkeeping Made Simple,40,61,16,All Levels,2.5,Business Finance
537748,What is Bitcoin,20,61,3,All Levels,5,Business Finance
378464,Accounting for CA CPT Exams Part I,50,874,2,All Levels,13.5,Business Finance
532216,Raising Capital for Your Business,50,22,5,All Levels,2.5,Business Finance
41973,"Silver, Gold, and Inflation",0,5597,76,Beginner Level,1,Business Finance
138004,Accounting Concepts For Technocrats,20,261,2,Beginner Level,2.5,Business Finance
94532,Beginner Financial Analysis: Invest Like Warren Buffett,50,83,4,Beginner Level,0.683333333,Business Finance
467238,Advance Technical Analysis,50,152,6,Expert Level,3.5,Business Finance
850294,The Everyday Investor: Building Wealth with Venture Capital,20,176,2,Intermediate Level,2.5,Business Finance
1110256,QuickBooks Online : Inventory Management For Non-Finance,35,8,4,All Levels,0.666666667,Business Finance
439210,Law Matters,20,327,1,Beginner Level,0.45,Business Finance
597164,Learn to Trade for Profit: Finding Winning Stocks - Chinese,95,264,0,All Levels,3,Business Finance
773502,Financial Accounting Part 2 - Passing The Class,20,15,4,Beginner Level,4.5,Business Finance
262818,Simple Options Trading System,35,104,2,Intermediate Level,1.5,Business Finance
255046,Investments and Financial Markets,40,71,3,Beginner Level,1.5,Business Finance
295909,Legal Accounting,110,26,6,All Levels,4,Business Finance
1153876,"Term Loan Appraisal for bankers, credit analysts",20,11,2,Beginner Level,6.5,Business Finance
83736,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,20,1294,7,Beginner Level,5.5,Business Finance
75182,Trade Show Samurai,95,32,7,All Levels,0.516666667,Business Finance
236070,Forex Harmonic Trading- With Multiple Forex Chart Examples,135,313,16,All Levels,2.5,Business Finance
788796,The Cost of Capital: The Key To Attract Venture Capitalists,50,635,4,All Levels,0.683333333,Business Finance
508796,Accounting for School Students,30,1311,2,All Levels,1.5,Business Finance
739910,Learn To Trade The Forex Naked Price Action Acapulco Trade,70,288,9,Intermediate Level,1,Business Finance
725872,Certificate in MYOB AccountRight Premier 2017 Course,200,97,18,All Levels,3,Business Finance
894336,Master The Psychology of Forex & Binary Options Trading,20,53,16,Intermediate Level,1,Business Finance
334820,Learn to Pick the Right Stock Broker Account,40,1102,3,Beginner Level,0.566666667,Business Finance
619786,Profit During Crashing Markets: A Step-by-Step Guide,195,57,11,All Levels,1,Business Finance
179820,Introduction to Futures & Options,50,694,35,All Levels,4.5,Business Finance
322332,Learn To Invest In 7 Steps,50,137,14,Beginner Level,3,Business Finance
597424,Sell like a Pro: Insider Secrets of Successful Selling!,115,12,1,All Levels,2.5,Business Finance
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,20,18,0,All Levels,1.5,Business Finance
166842,6. Annuities Due and Deferred,20,170,0,All Levels,1.5,Business Finance
408232,CFA® Level 1 2014 – Quantitative Methods,50,119,0,All Levels,5,Business Finance
249376,IFRIC 13-Customer Loyalty Programmes (Revenue),0,2058,22,All Levels,0.6,Business Finance
231256,FOREX Currency Trading For Beginners,25,35,2,Beginner Level,4,Business Finance
479496,Basic Technical Analysis,50,40,1,Beginner Level,2.5,Business Finance
944534,Forex:Trade Management & Psychology,150,13,0,Intermediate Level,2,Business Finance
1153854,"Working Capital assessment for bankers, credit analysts",20,4,0,Beginner Level,7,Business Finance
74028,"CFA Level I Workshop 6: Alternatives, PM and Economics ",20,71,1,All Levels,1,Business Finance
73962,CFA Level I Workshop 3: Financial Reporting & Analysis II,20,71,1,All Levels,1,Business Finance
1156530,How to trade in the Forex market,200,6,0,Intermediate Level,2.5,Business Finance
1097288,Bookkeeping Practicals with Software,35,1,0,Intermediate Level,31.5,Business Finance
614668,8 Steps To Achieve Financial Freedom And Escape Debt,40,5,0,Beginner Level,5.5,Business Finance
1082352,Trading Basics in 30 minutes,50,1,0,Beginner Level,0.533333333,Business Finance
625670,Technical Charting,20,4,1,Intermediate Level,1,Business Finance
35409,Profits Turbo,20,10,0,Intermediate Level,5.5,Business Finance
250902,Nest Egg Investing,45,6,0,Beginner Level,2,Business Finance
1010988,Economics for beginners - Various Concepts,25,2,0,Beginner Level,2.5,Business Finance
855816,Investing in Stocks & Shares,20,2,0,Beginner Level,2,Business Finance
813360,Learn Financial Modeling from Scratch - Part 2,50,2,1,All Levels,3.5,Business Finance
813516,Learn Financial Modeling from Scratch - Part 3,50,2,0,All Levels,2,Business Finance
302484,A Practical Guide to Wealth Creation,35,6,0,All Levels,1,Business Finance
861764,"'Geometry Of Chance strategy of defeating the roulette.""",30,2,1,Intermediate Level,1.5,Business Finance
765238,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,170,206,39,All Levels,6.5,Business Finance
542950,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,20,313,14,Beginner Level,1,Business Finance
307080,Introducción a la contabilidad,20,193,19,Beginner Level,1,Business Finance
469848,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,30,66,16,Beginner Level,1,Business Finance
581498,Contabilidad Gubernamental en México,30,270,22,All Levels,3.5,Business Finance
849896,株式投資に必要なスキルの学習手順を学ぶ,20,139,36,Beginner Level,2,Business Finance
1174084,Formação de preços em serviços,35,77,5,Intermediate Level,2,Business Finance
801702,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",195,225,41,All Levels,5,Business Finance
786984,Торговля дельта-нейтральными стренглами,150,23,6,All Levels,1.5,Business Finance
255592,Guía práctica para comprar acciones en la Bolsa de USA,0,4876,210,Intermediate Level,4.5,Business Finance
514844,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,20,244,13,Beginner Level,2.5,Business Finance
998706,Curso de Day Trader para Iniciantes,0,1278,200,Beginner Level,1.5,Business Finance
644020,Curso de Iniciación al Trading,85,31,5,All Levels,10.5,Business Finance
1250742,Complete GST Course For Small and Medium Enterprises,75,8,0,Beginner Level,6,Business Finance
54246,3 documentos clave para administrar tu empresa con éxito,45,40,6,Intermediate Level,1,Business Finance
805630,Forex/Opciones Binarias para Principiantes,25,9,5,Beginner Level,2,Business Finance
315716,15 Mandamientos para ganar dinero en Bolsa,20,45,2,All Levels,8.5,Business Finance
1124276,Le bitcoin et la blockchain,80,13,3,All Levels,0.733333333,Business Finance
1227792,Contabilità Generale,200,4,1,All Levels,8.5,Business Finance
769340,Торговля опционами: Как заработать на волатильности,150,20,5,All Levels,2,Business Finance
737182,Estrategias de Inversión aplicadas al mundo del trading,20,9,2,All Levels,3,Business Finance
960786,バイナリーオプション取引,85,29,3,All Levels,0.65,Business Finance
657050,Caza los Enormes Movimientos del Mercado,20,6,2,All Levels,1.5,Business Finance
1196700,Le basi del trading online,45,7,1,Beginner Level,3.5,Business Finance
1137310,自分に合った投資信託を見つけよう！,25,859,49,Beginner Level,2,Business Finance
632368,Monatlich Geld anlegen für später!,30,5983,135,Beginner Level,0.616666667,Business Finance
571730,Invierte en la Bolsa Mexicana y de USA,200,1673,547,Beginner Level,5.5,Business Finance
720994,Gestão Financeira Para Pequenas e Médias Empresas,115,1284,230,All Levels,4.5,Business Finance
1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,30,394,109,All Levels,5.5,Business Finance
907416,Tudo sobre Investimentos em Renda Fixa,45,689,145,All Levels,2,Business Finance
1062144,Aprende a invertir sin capital,130,649,37,Beginner Level,1.5,Business Finance
1097486,Apprendre à trader sur le marché du Forex - guide complet,140,187,47,Beginner Level,3,Business Finance
396890,Introducción a las Finanzas,30,1798,40,Beginner Level,1.5,Business Finance
945194,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,20,465,51,Beginner Level,1,Business Finance
598846,Forex para Principiantes-Ejemplos en VIVO de Trading Real,140,813,94,Beginner Level,5,Business Finance
950750,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,20,326,23,Expert Level,1,Business Finance
740764,Introduction to Health Financing,85,26,1,Beginner Level,2,Business Finance
739972,Accounting Cycle: Learn the concepts in 60 minutes,20,26,3,All Levels,1,Business Finance
464002,Optimize! Make Best Decisions with Microsoft Excel,20,28,3,Expert Level,1,Business Finance
343818,Understanding The Stock Market: For Beginners,25,122,2,Beginner Level,7.5,Business Finance
434100,CFA® Level 1 2014 – FI,40,149,0,All Levels,4.5,Business Finance
158140,9. Sinking Funds,20,205,1,All Levels,1,Business Finance
1141708,Managerial Accounting - The Ultimate Beginner Course!,100,11,0,Beginner Level,11,Business Finance
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,175,3,0,Beginner Level,1,Business Finance
557208,Accounting - Basic Costing ,40,108,2,Beginner Level,3.5,Business Finance
1178150,"Double Your Salary With Free, Local, Job Training Courses",20,8,1,All Levels,1,Business Finance
93850,Financial Modeling - Facebook Case Study,25,9,3,All Levels,1.5,Business Finance
429080,Understanding Financial Derivatives,20,16,1,Intermediate Level,2,Business Finance
914164,Forex Basics: Learn how to read and analyze Forex charts,195,11,0,Beginner Level,4.5,Business Finance
876898,Forex - Help I cant Trade,200,12,0,All Levels,2,Business Finance
877968,Start-up financial modeling for non-finance professionals,20,11,0,All Levels,4,Business Finance
1230950,The Fast Route to a Faster Financial Close,50,2,0,Intermediate Level,1.5,Business Finance
953432,Easy Finance For Startups,50,9,4,Beginner Level,0.666666667,Business Finance
872204,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",35,15,1,All Levels,1,Business Finance
1027678,"Depreciation, Amortization and Depletion",25,7,1,Intermediate Level,1,Business Finance
304420,Breakeven Analysis and Pricing,20,27,2,All Levels,1,Business Finance
1078254,Tally ERP Complete Training in Urdu / Hindi,30,5,2,All Levels,5,Business Finance
1193288,Accounting Simplified,30,3,0,All Levels,8.5,Business Finance
1106148,Series 7: Intermediate Options,55,5,0,Intermediate Level,1,Business Finance
1029322,Accounting and Business Basics,200,5,0,All Levels,2,Business Finance
676650,Corso introduttivo al trading profittevole,20,132,9,Beginner Level,1,Business Finance
129274,Aprende a Ganar Dinero en la Bolsa,30,112,16,All Levels,4,Business Finance
634932,Inversión: Fundamentos del Trading para Principiantes,125,285,6,Beginner Level,1.5,Business Finance
116924,Gana en la Bolsa con Análisis Técnico,25,91,11,Beginner Level,8.5,Business Finance
1174086,Precificação - Calculando valor de venda baseado nos custos,35,32,3,All Levels,3,Business Finance
369726,Cómo ganar dinero invirtiendo en bolsa,0,2740,306,Beginner Level,2,Business Finance
427040,Investiere in Tax Liens-Hohe Zinsen gesetzl. festgeschrieben,20,59,11,All Levels,1.5,Business Finance
1132162,Investimento em Ações,20,16,4,Beginner Level,4.5,Business Finance
1206414,Excelを使ってビジネスシミュレーション：基礎編,85,22,5,Beginner Level,5,Business Finance
997128,Estrategias de trading en bolsa,25,15,2,All Levels,2,Business Finance
826168,Grundlagen der finanziellen Unabhängigkeit,0,1059,96,All Levels,1.5,Business Finance
1039930,"Wie Du, Dir auch mit kleinen Beträgen ein Vermögen aufbaust",70,187,3,All Levels,7,Business Finance
1232390,Corporate Ethics,100,0,0,Beginner Level,3.5,Business Finance
1084454,CFA Level 2- Quantitative Methods,40,0,0,All Levels,5.5,Business Finance
1232312,Core Financial Statement Concepts,50,0,0,Intermediate Level,1.5,Business Finance
1251654,Understand Core Finance Principles in 60 Minutes,75,0,0,Beginner Level,2.5,Business Finance
712994,Learn Wave accounting to maintain books properly,0,1089,50,All Levels,3,Business Finance
1024862,Making Tax Digital - UK HMRC Legislation Explained,0,743,0,All Levels,1,Business Finance
123242,Surviving Introduction to Finance,0,1362,7,Beginner Level,3,Business Finance
788720,Cost of Capital and Weighted Average Cost of Capital,0,405,3,All Levels,1,Business Finance
196164,Studying the CFA Program exams (Mandarin language version),0,1168,9,All Levels,0.666666667,Business Finance
1268616,Condor Broken Wing Butterfly Options Trading Course System,0,16,0,All Levels,1.5,Business Finance
1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,25,3840,296,Intermediate Level,1.5,Business Finance
1005312,【１日でマスター！】今日からはじめる資産形成,20,7183,819,Beginner Level,1,Business Finance
624016,TRADING FOR A LIVING: Trading Full-Time Transition Guide,195,483,10,Intermediate Level,3.5,Business Finance
323916,Learn How To use Channels to find amazing Forex Entries,45,172,48,All Levels,1,Business Finance
743568,"Financial Analysis, from Scratch to Professional!",65,256,29,Beginner Level,3.5,Business Finance
479688,Cost Accounting Labour Costing (Professional Course Level),20,1542,1,All Levels,2,Business Finance
1189592,Learn How To Successfully Trade Forex: In 5 Simple Steps,95,64,7,All Levels,8.5,Business Finance
578534,The Intelligent Investor,30,384,40,All Levels,10.5,Business Finance
791574,Succeed in Futures Even if You Don't Know Where to Start,0,3014,19,All Levels,1,Business Finance
379196,Binary Options Beginners Guide : Nadex,40,454,52,Beginner Level,2,Business Finance
331968,Trading: From Wall Street to Your Street,50,312,24,Intermediate Level,5.5,Business Finance
576636,Build your own Naked Trading Forex Robot,40,315,28,All Levels,2,Business Finance
724596,Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,200,609,32,All Levels,2.5,Business Finance
822808,Tax Strategies of the Wealthy,195,207,19,Beginner Level,1.5,Business Finance
932274,The Ultimate Fibonacci Trading Plan for Forex and Stocks,200,399,15,All Levels,1,Business Finance
32908,Finance and Accounting for Startups,50,1175,92,All Levels,12.5,Business Finance
883394,Forex - Calculate Lot Size Like Pro,20,543,14,All Levels,0.6,Business Finance
20185,The Complete Forex Trader,25,1634,142,All Levels,7,Business Finance
188418,Tape Reading: Learn how to read the tape for day trading,195,1013,128,All Levels,14,Business Finance
975982,4 Easy Daily Forex Trades: A Recipe for Trading Success,200,319,19,All Levels,1,Business Finance
674352,Trading Robot Forex Programs in Your Sleep in Live Examples!,200,1125,11,Expert Level,1.5,Business Finance
936884,Free Options 101 - Basic of Call and Put Options in 1 Hours,0,2481,71,All Levels,1.5,Business Finance
707644,An Intro into Trading the Financial Markets,100,1006,14,Beginner Level,1.5,Business Finance
700140,Developing A Trading Strategy: Your Guide to Trading Success,20,1044,8,All Levels,2,Business Finance
546656,How to Trade Commodity and Financial Futures for a Living!,200,1240,17,All Levels,2.5,Business Finance
1041926,How to Trade Forex like a Hedge Fund: Long FX Strategies,115,504,5,All Levels,1.5,Business Finance
1253868,Complete Short Financial Ratio Course for Financial Analysis,200,15,1,All Levels,3,Business Finance
645634,How to Build Profitable FOREX Automated Trading Strategies!,200,358,8,All Levels,2.5,Business Finance
528104,Stock Trading Strategies: Profitable Trading in 7 Days.,50,80,10,All Levels,5.5,Business Finance
1053462,Management Accounting A Complete Study,150,133,3,All Levels,17.5,Business Finance
148028,Become a Career Day Trader: Asian-Pacific Futures Markets,20,207,8,All Levels,3.5,Business Finance
179824,Equity Products,50,426,17,All Levels,2.5,Business Finance
777276,Financial Accounting Part I - Passing the Class,20,45,10,Beginner Level,4.5,Business Finance
174790,Accounting 102: Guide to Business Accounting,50,1280,1,Intermediate Level,8.5,Business Finance
247940,Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,35,142,4,All Levels,1,Business Finance
42146,Advanced Finance and Accounting for Startups,40,188,7,Intermediate Level,6.5,Business Finance
